c5,c119,gemma3_4b_it_triplets,phi4mini_instruct_triplets,gemma3_4b_it_triplets_clean,phi4mini_instruct_triplets_clean
19780205005989I,"ENGINE VIBRATED, LOST POWER, THEN QUIT. CARBURETOR FLOAT BOWL CONTAMINATED WITH WATER.                             ","<ENGINE VIBRATED, HAS CAUSE, CARBURETOR FLOAT BOWL CONTAMINATED WITH WATER>
<ENGINE VIBRATED, HAS EFFECT, LOST POWER>
<LOST POWER, HAS EFFECT, THEN QUIT>
<CARBURETOR FLOAT BOWL, PART OF, ENGINE>","<ENGINE, VIBRATED, LOST POWER>
<LOST POWER, EVENT DISTANCE, THEN QUIT>
<CARBURETOR, HAS CAUSE, CONTAMINATED WITH WATER>","<ENGINE VIBRATED, HAS CAUSE, CARBURETOR FLOAT BOWL CONTAMINATED WITH WATER>
<ENGINE VIBRATED, HAS EFFECT, LOST POWER>
<LOST POWER, HAS EFFECT, THEN QUIT>
<CARBURETOR FLOAT BOWL, PART OF, ENGINE>","<ENGINE, VIBRATED, LOST POWER>
<LOST POWER, EVENT DISTANCE, THEN QUIT>
<CARBURETOR, HAS CAUSE, CONTAMINATED WITH WATER>"
19780121004029I,GEAR SWITCH WAS NOT IN THE DOWN POSITION AND GEAR RETRACTED DURING TAKE OFF ROLL.                                  ,"<GEAR SWITCH, WAS NOT IN, DOWN POSITION>
<GEAR RETRACTED, HAS CAUSE, TAKE OFF ROLL>","<GEAR SWITCH, NOT IN, DOWN POSITION>
<GEAR RETRACTED, DURING, TAKE OFF ROLL>","<GEAR SWITCH, WAS NOT IN, DOWN POSITION>
<GEAR RETRACTED, HAS CAUSE, TAKE OFF ROLL>","<GEAR SWITCH, NOT IN, DOWN POSITION>
<GEAR RETRACTED, DURING, TAKE OFF ROLL>"
19780130004789I,PILOT FAILED TO CHECK POSITION OF GEAR HANDLE. GEAR RETRACTED ON TAKEOFF ROLL.                                     ,"<PILOT, USED BY, GEAR HANDLE>
<GEAR HANDLE, HAS EFFECT, GEAR RETRACTED>
<GEAR RETRACTED, HAS CAUSE, FAILED TO CHECK POSITION>
<GEAR RETRACTED, EVENT DISTANCE, TAKEOFF ROLL>","<PILOT, FAILED TO CHECK, POSITION OF GEAR HANDLE>
<GEAR, RETRACTED, ON TAKEOFF ROLL>","<PILOT, USED BY, GEAR HANDLE>
<GEAR HANDLE, HAS EFFECT, GEAR RETRACTED>
<GEAR RETRACTED, HAS CAUSE, FAILED TO CHECK POSITION>
<GEAR RETRACTED, EVENT DISTANCE, TAKEOFF ROLL>","<PILOT, FAILED TO CHECK, POSITION OF GEAR HANDLE>
<GEAR, RETRACTED, ON TAKEOFF ROLL>"
19780102000459I,"TAXIED OFF RUNWAY, STRUCK DITCH AT NIGHT. LANDING LIGHT WAS INOPERATIVE.                                           ","<LANDING LIGHT, HAS EFFECT, INOPERATIVE>
<STRUCK DITCH, HAS CAUSE, LANDING LIGHT>
<LANDING LIGHT, EVENT DISTANCE, NIGHT>","<TAXI, EVENT DISTANCE, RUNWAY>
<TAXI, EVENT DISTANCE, DITCH>
<TAXI, EVENT DISTANCE, NIGHT>
<LANDING LIGHT, INOPERATIVE>","<LANDING LIGHT, HAS EFFECT, INOPERATIVE>
<STRUCK DITCH, HAS CAUSE, LANDING LIGHT>
<LANDING LIGHT, EVENT DISTANCE, NIGHT>","<TAXI, EVENT DISTANCE, RUNWAY>
<TAXI, EVENT DISTANCE, DITCH>
<TAXI, EVENT DISTANCE, NIGHT>
<LANDING LIGHT, INOPERATIVE>"
19771213042839A,"RUDDER,R AIL CTL LOCKS INSTALLED.REAR CG AFT OF OPTIMUM RANGE BUT FORWARD OF REARMOST LIMIT.                       ","<RUDDER, INSTALLED, R AIL CTL LOCKS>","<RUDDER, HAS CAUSE, AIL CTL LOCKS INSTALLED>
<REAR CG, EVENT DISTANCE, FORWARD OF REARMOST LIMIT>
<REAR CG, EVENT DISTANCE, AFT OF OPTIMUM RANGE>","<RUDDER, INSTALLED, R AIL CTL LOCKS>","<RUDDER, HAS CAUSE, AIL CTL LOCKS INSTALLED>
<REAR CG, EVENT DISTANCE, FORWARD OF REARMOST LIMIT>
<REAR CG, EVENT DISTANCE, AFT OF OPTIMUM RANGE>"
19771104034549A,"RT BRAKE PUCK 70 WORN,FADING FOR LAST WK.                                                                          ","<RT BRAKE PUCK 70, INSTANCE OF, WORN>
<RT BRAKE PUCK 70, HAS EFFECT, FADING>
<RT BRAKE PUCK 70, TIME PERIOD, LAST WK>","<RT BRAKE PUCK 70, WORN, FADING FOR LAST WK>","<RT BRAKE PUCK 70, INSTANCE OF, WORN>
<RT BRAKE PUCK 70, HAS EFFECT, FADING>
<RT BRAKE PUCK 70, TIME PERIOD, LAST WK>","<RT BRAKE PUCK 70, WORN, FADING FOR LAST WK>"
19770927027719A,WATER IN REAR COMPTMT FLOATS.EXCEEDED AFT CG LMT.THROTTLE FRICTION LOOSE.                                          ,"<WATER, PART OF, REAR COMPTMT>
<WATER, HAS EFFECT, FLOATS>
<WATER, HAS EFFECT, EXCEEDED AFT CG LMT>
<THROTTLE FRICTION, HAS EFFECT, LOOSE>","<REAR COMPTMT, HAS EFFECT, FLOATS>
<REAR COMPTMT, EVENT DISTANCE, AFT CG LMT>
<THROTTLE, HAS EFFECT, FRICTION LOOSE>","<WATER, PART OF, REAR COMPTMT>
<WATER, HAS EFFECT, FLOATS>
<WATER, HAS EFFECT, EXCEEDED AFT CG LMT>
<THROTTLE FRICTION, HAS EFFECT, LOOSE>","<REAR COMPTMT, HAS EFFECT, FLOATS>
<REAR COMPTMT, EVENT DISTANCE, AFT CG LMT>
<THROTTLE, HAS EFFECT, FRICTION LOOSE>"
19780115003139I,NEW AIRCRAFT OWNER NOT AWARE OF PURPOSE OR OPERATION OF QUICK DRAIN. PARTIALLY OPENED ON PREFLIGHT.                ,"<NEW AIRCRAFT OWNER, NOT AWARE OF, PURPOSE OR OPERATION OF QUICK DRAIN>
<QUICK DRAIN, PART OF, NEW AIRCRAFT>
<QUICK DRAIN, STATE, PARTIALLY OPENED>
<QUICK DRAIN, EVENT DISTANCE, PREFLIGHT>","<NEW AIRCRAFT, USED BY, PARTIALLY OPENED ON PREFLIGHT>
<NEW AIRCRAFT, HAS CAUSE, NOT AWARE OF PURPOSE OR OPERATION OF QUICK DRAIN>","<NEW AIRCRAFT OWNER, NOT AWARE OF, PURPOSE OR OPERATION OF QUICK DRAIN>
<QUICK DRAIN, PART OF, NEW AIRCRAFT>
<QUICK DRAIN, STATE, PARTIALLY OPENED>
<QUICK DRAIN, EVENT DISTANCE, PREFLIGHT>","<NEW AIRCRAFT, USED BY, PARTIALLY OPENED ON PREFLIGHT>
<NEW AIRCRAFT, HAS CAUSE, NOT AWARE OF PURPOSE OR OPERATION OF QUICK DRAIN>"
19780206006149I,"PILOT FAILED TO REMOVE TOW BAR BEFORE TAKEOFF. STRANGE NOISE DURING RETRACTION. GEAR EXTENDED OK, LANDED OK.       ","<PILOT, USED BY, TOW BAR>
<TOW BAR, FOLLOWED BY, TAKEOFF>
<NOISE, HAS CAUSE, RETRACTION>
<GEAR, EVENT DISTANCE, LANDED>","<PILOT, HAS CAUSE, FAILED TO REMOVE TOW BAR BEFORE TAKEOFF>
<PILOT, HAS CAUSE, STRANGE NOISE DURING RETRACTION>
<NOISE, HAS EFFECT, GEAR EXTENDED OK>
<NOISE, HAS EFFECT, LANDED OK>","<PILOT, USED BY, TOW BAR>
<TOW BAR, FOLLOWED BY, TAKEOFF>
<NOISE, HAS CAUSE, RETRACTION>
<GEAR, EVENT DISTANCE, LANDED>","<PILOT, HAS CAUSE, FAILED TO REMOVE TOW BAR BEFORE TAKEOFF>
<PILOT, HAS CAUSE, STRANGE NOISE DURING RETRACTION>
<NOISE, HAS EFFECT, GEAR EXTENDED OK>
<NOISE, HAS EFFECT, LANDED OK>"
19771016042599A,WIND GUSTING TO 25.                                                                                                ,"<WIND GUSTING, HAS EFFECT, 25>","<WIND GUST, VALUE, 25>","<WIND GUSTING, HAS EFFECT, 25>","<WIND GUST, VALUE, 25>"
19780206006039I,ENGINE COWLING CAME LOOSE IN FLIGHT. IT HAD NOT BEEN LATCHED PROPERLY.                                             ,"<ENGINE COWLING, HAS EFFECT, FLIGHT>
<ENGINE COWLING, HAS CAUSE, NOT BEEN LATCHED PROPERLY>","<ENGINE COWLING, HAS CAUSE, FLIGHT>
<ENGINE COWLING, HAS CAUSE, NOT BEEN LATCHED PROPERLY>","<ENGINE COWLING, HAS EFFECT, FLIGHT>
<ENGINE COWLING, HAS CAUSE, NOT BEEN LATCHED PROPERLY>","<ENGINE COWLING, HAS CAUSE, FLIGHT>
<ENGINE COWLING, HAS CAUSE, NOT BEEN LATCHED PROPERLY>"
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.                                             ,"<ACFT DISPATCHER, HAS CAUSE, HARRASSMENT OF PILOT>
<PILOT, HAS EFFECT, FORGOT TO REMOVE TIEDROPE>","<ACFT DISPATCHER, HASSA, PILOT>
<PILOT, FORGOT, TO REMOVE TIEDROPE>","<ACFT DISPATCHER, HAS CAUSE, HARRASSMENT OF PILOT>
<PILOT, HAS EFFECT, FORGOT TO REMOVE TIEDROPE>","<ACFT DISPATCHER, HASSA, PILOT>
<PILOT, FORGOT, TO REMOVE TIEDROPE>"
19780208007759I,PILOT OBSERVED GEAR SAFE LIGHTS BUT GEAR COLLAPSED AFTER LANDING. HYDRAULIC RESERVOIR OUT OF FLUID.                ,"<PILOT, OBSERVED, GEAR SAFE LIGHTS>
<GEAR, COLLAPSED AFTER, LANDING>
<HYDRAULIC RESERVOIR, OUT OF, FLUID>","<GEAR, OBSERVED BY, PILOT>
<GEAR, CONDITION, SAFE LIGHTS>
<GEAR, CONDITION, COLLAPSED>
<GEAR, ISSUE, HYDRAULIC RESERVOIR OUT OF FLUID>","<PILOT, OBSERVED, GEAR SAFE LIGHTS>
<GEAR, COLLAPSED AFTER, LANDING>
<HYDRAULIC RESERVOIR, OUT OF, FLUID>","<GEAR, OBSERVED BY, PILOT>
<GEAR, CONDITION, SAFE LIGHTS>
<GEAR, CONDITION, COLLAPSED>
<GEAR, ISSUE, HYDRAULIC RESERVOIR OUT OF FLUID>"
19780210006769I,"ENGINE QUIT AT 200 FEET AFTER TAKEOFF DUE TO WATER IN THE FUEL. NO PILOT CERTIFICATE, NO ANNUAL.                   ","<ENGINE, HAS CAUSE, WATER IN THE FUEL>
<ENGINE, EVENT DISTANCE, 200 FEET>
<ENGINE, TIME PERIOD, AFTER TAKEOFF>","<ENGINE, EVENT DISTANCE, 200 feet>
<ENGINE, HAS CAUSE, QUIT AT 200 FEET AFTER TAKEOFF>
<ENGINE, HAS CAUSE, WATER IN THE FUEL>
<NO PILOT CERTIFICATE, HAS EFFECT, ENGINE QUIT AT 200 FEET AFTER TAKEOFF>
<NO ANNUAL, HAS EFFECT, ENGINE QUIT AT 200 FEET AFTER TAKEOFF>","<ENGINE, HAS CAUSE, WATER IN THE FUEL>
<ENGINE, EVENT DISTANCE, 200 FEET>
<ENGINE, TIME PERIOD, AFTER TAKEOFF>","<ENGINE, EVENT DISTANCE, 200 feet>
<ENGINE, HAS CAUSE, QUIT AT 200 FEET AFTER TAKEOFF>
<ENGINE, HAS CAUSE, WATER IN THE FUEL>
<NO PILOT CERTIFICATE, HAS EFFECT, ENGINE QUIT AT 200 FEET AFTER TAKEOFF>
<NO ANNUAL, HAS EFFECT, ENGINE QUIT AT 200 FEET AFTER TAKEOFF>"
19780211006969I,"NOSE GEAR COLLAPSED WHILE WAITING FOR TAKEOFF. WAS BEING FERRIED FROM AN EARLIER COLLAPSE, NOSE GEAR NOT BRACED.   ","<NOSE GEAR COLLAPSED, HAS CAUSE, WAITING FOR TAKEOFF>
<NOSE GEAR COLLAPSED, FOLLOWED BY, NOSE GEAR NOT BRACED>
<NOSE GEAR COLLAPSED, INSTANCE OF, EARLIER COLLAPSE>","<NOSE GEAR COLLAPSE, EVENT DISTANCE, WAITING FOR TAKEOFF>
<NOSE GEAR COLLAPSE, HAS CAUSE, EARLIER COLLAPSE>
<NOSE GEAR COLLAPSE, HAS CAUSE, NOT BRACED>","<NOSE GEAR COLLAPSED, HAS CAUSE, WAITING FOR TAKEOFF>
<NOSE GEAR COLLAPSED, FOLLOWED BY, NOSE GEAR NOT BRACED>
<NOSE GEAR COLLAPSED, INSTANCE OF, EARLIER COLLAPSE>","<NOSE GEAR COLLAPSE, EVENT DISTANCE, WAITING FOR TAKEOFF>
<NOSE GEAR COLLAPSE, HAS CAUSE, EARLIER COLLAPSE>
<NOSE GEAR COLLAPSE, HAS CAUSE, NOT BRACED>"
19780219007659I,ENGINE QUIT DUE TO ICE IN THE FUEL SYSTEM.                                                                         ,"<ICE, HAS CAUSE, ENGINE QUIT>
<ICE, PART OF, FUEL SYSTEM>
<ENGINE QUIT, EVENT DISTANCE, FUEL SYSTEM>","<ENGINE, HAS CAUSE, QUIT DUE TO ICE IN THE FUEL SYSTEM>","<ICE, HAS CAUSE, ENGINE QUIT>
<ICE, PART OF, FUEL SYSTEM>
<ENGINE QUIT, EVENT DISTANCE, FUEL SYSTEM>","<ENGINE, HAS CAUSE, QUIT DUE TO ICE IN THE FUEL SYSTEM>"
19780212006439I,PILOT UNABLE TO BECOME AIRBORNE DUE TO FROST ON THE WINGS AND FALURE TO USE FULL POWER.                            ,"<PILOT, UNABLE TO BECOME, AIRBORNE>
<PILOT, HAS CAUSE, FROST ON THE WINGS>
<PILOT, HAS CAUSE, FAILURE TO USE FULL POWER>","<PILOT, EVENT DISTANCE, FROST ON THE WINGS>
<PILOT, EVENT DISTANCE, FAILURE TO USE FULL POWER>","<PILOT, UNABLE TO BECOME, AIRBORNE>
<PILOT, HAS CAUSE, FROST ON THE WINGS>
<PILOT, HAS CAUSE, FAILURE TO USE FULL POWER>","<PILOT, EVENT DISTANCE, FROST ON THE WINGS>
<PILOT, EVENT DISTANCE, FAILURE TO USE FULL POWER>"
19780213006479I,ENGINE SHUT DOWN DUE TO LOW OIL PRESSURE. DIP STICK FOUND TO BE MISSING.                                           ,"<ENGINE, HAS CAUSE, LOW OIL PRESSURE>
<DIP STICK, INSTANCE OF, MISSING>","<ENGINE, HAS CAUSE, LOW OIL PRESSURE>
<DIP STICK, MISSING, ENGINE SHUT DOWN>","<ENGINE, HAS CAUSE, LOW OIL PRESSURE>
<DIP STICK, INSTANCE OF, MISSING>","<ENGINE, HAS CAUSE, LOW OIL PRESSURE>
<DIP STICK, MISSING, ENGINE SHUT DOWN>"
19780218007139I,PILOT INTENDED TO FLY LOCALLY AFTER RECENT BLIZZARD. ENGINE QUIT AFTER TAKEOFF DUE TO SNOW PACKED IN ENGINE COWL.  ,"<PILOT, INTENDED TO FLY, LOCALLY>
<ENGINE, HAS CAUSE, BLIZZARD>
<ENGINE, HAS EFFECT, QUIT>
<ENGINE QUIT, TIME PERIOD, AFTER TAKEOFF>
<ENGINE QUIT, REASON, SNOW PACKED IN ENGINE COWL>","<PILOT INTENDED TO FLY LOCALLY, EVENT DISTANCE, RECENT BLIZZARD>
<ENGINE QUIT, CAUSE, SNOW PACKED IN ENGINE COWL>","<PILOT, INTENDED TO FLY, LOCALLY>
<ENGINE, HAS CAUSE, BLIZZARD>
<ENGINE, HAS EFFECT, QUIT>
<ENGINE QUIT, TIME PERIOD, AFTER TAKEOFF>
<ENGINE QUIT, REASON, SNOW PACKED IN ENGINE COWL>","<PILOT INTENDED TO FLY LOCALLY, EVENT DISTANCE, RECENT BLIZZARD>
<ENGINE QUIT, CAUSE, SNOW PACKED IN ENGINE COWL>"
19780225001789I,"ENGINE STOPPED SHORTLY AFTER TAKEOFF FROM REFUELING. SYSTEM, GASCOLATOR AND CARBURETOR CONTAINED WATER.            ","<ENGINE, HAS CAUSE, TAKEOFF>
<ENGINE, TIME PERIOD, SHORTLY AFTER>
<GASCOLATOR, PART OF, SYSTEM>
<CARBURETOR, PART OF, SYSTEM>
<GASCOLATOR, CONTAINED, WATER>
<CARBURETOR, CONTAINED, WATER>","<ENGINE, HAS CAUSE, STOPPED SHORTLY AFTER TAKEOFF>
<GASCOLATOR, HAS CAUSE, CONTAINED WATER>
<CARBURETOR, HAS CAUSE, CONTAINED WATER>","<ENGINE, HAS CAUSE, TAKEOFF>
<ENGINE, TIME PERIOD, SHORTLY AFTER>
<GASCOLATOR, PART OF, SYSTEM>
<CARBURETOR, PART OF, SYSTEM>
<GASCOLATOR, CONTAINED, WATER>
<CARBURETOR, CONTAINED, WATER>","<ENGINE, HAS CAUSE, STOPPED SHORTLY AFTER TAKEOFF>
<GASCOLATOR, HAS CAUSE, CONTAINED WATER>
<CARBURETOR, HAS CAUSE, CONTAINED WATER>"
19780225001819I,ENGINE STOPPED SOON AFTER LIFT OFF DUE TO FUEL EXHAUSTION. PILOT CLAIMS FUEL GAUGE FAULTY.                         ,"<ENGINE STOPPED, HAS CAUSE, FUEL EXHAUSTION>
<ENGINE STOPPED, TIME PERIOD, SOON AFTER LIFT OFF>
<FUEL GAUGE, FAULTY, PILOT>","<ENGINE, HAS CAUSE, FUEL EXHAUSTION>
<PILOT, CLAIMS, FUEL GAUGE FAULTY>","<ENGINE STOPPED, HAS CAUSE, FUEL EXHAUSTION>
<ENGINE STOPPED, TIME PERIOD, SOON AFTER LIFT OFF>
<FUEL GAUGE, FAULTY, PILOT>","<ENGINE, HAS CAUSE, FUEL EXHAUSTION>
<PILOT, CLAIMS, FUEL GAUGE FAULTY>"
19780307014069I,PILOT STRUCK AN UNLIGHTED BARRICADE DURING TAXI FROM LANDING.                                                      ,"<PILOT, USED BY, PILOT>
<BARRICADE, LOCATION, TAXI>
<TAXING, HAS CAUSE, UNLIGHTED>","<PILOT, HAS CAUSE, UNLIGHTED BARRICADE>
<PILOT, EVENT DISTANCE, TAXI FROM LANDING>","<PILOT, USED BY, PILOT>
<BARRICADE, LOCATION, TAXI>
<TAXING, HAS CAUSE, UNLIGHTED>","<PILOT, HAS CAUSE, UNLIGHTED BARRICADE>
<PILOT, EVENT DISTANCE, TAXI FROM LANDING>"
19780221000179I,"PILOT MADE EMERGENCY LANDING DUE TO LOW OIL PRESSURE. NEARLY OUT OF OIL, PILOT HAD NOT CHECKED IT BEFORE TAKEOFF.  ","<PILOT, MADE, EMERGENCY LANDING>
<LOW OIL PRESSURE, HAS CAUSE, EMERGENCY LANDING>
<PILOT, DID NOT CHECK, OIL PRESSURE>
<PILOT, TIME PERIOD, BEFORE TAKEOFF>
<PILOT, INSTANCE OF, PILOT>","<PILOT, HAS CAUSE, EMERGENCY LANDING>
<PILOT, HAS CAUSE, LOW OIL PRESSURE>
<PILOT, HAS CAUSE, NOT CHECKED OIL BEFORE TAKEOFF>","<PILOT, MADE, EMERGENCY LANDING>
<LOW OIL PRESSURE, HAS CAUSE, EMERGENCY LANDING>
<PILOT, DID NOT CHECK, OIL PRESSURE>
<PILOT, TIME PERIOD, BEFORE TAKEOFF>
<PILOT, INSTANCE OF, PILOT>","<PILOT, HAS CAUSE, EMERGENCY LANDING>
<PILOT, HAS CAUSE, LOW OIL PRESSURE>
<PILOT, HAS CAUSE, NOT CHECKED OIL BEFORE TAKEOFF>"
19780228000419I,ENGINE BEGAN SURGING IN FLIGHT. ENGINE SHUT DOWN. FUEL CONTAMINATION SUSPECTED.                                    ,"<ENGINE, STARTED, SURGING>
<ENGINE, SHUT DOWN, FLIGHT>
<FUEL CONTAMINATION, SUSPECTED>","<ENGINE, SURGING IN, FLIGHT>
<ENGINE, SHUT DOWN, FLIGHT>
<FUEL CONTAMINATION, SUSPECTED, ENGINE SURGING IN FLIGHT>","<ENGINE, STARTED, SURGING>
<ENGINE, SHUT DOWN, FLIGHT>
<FUEL CONTAMINATION, SUSPECTED>","<ENGINE, SURGING IN, FLIGHT>
<ENGINE, SHUT DOWN, FLIGHT>
<FUEL CONTAMINATION, SUSPECTED, ENGINE SURGING IN FLIGHT>"
19780303015509I,ELECTRICAL EMERGENCY FOLLOWED JUMP START AND TAKEOFF. LANDING GEAR COLLAPSED AT TOUCHDOWN.                         ,"<ELECTRICAL EMERGENCY, FOLLOWED BY, JUMP START>
<ELECTRICAL EMERGENCY, FOLLOWED BY, TAKEOFF>
<LANDING GEAR COLLAPSED AT TOUCHDOWN, HAS EFFECT, COLLAPSED>
<LANDING GEAR COLLAPSED AT TOUCHDOWN, EVENT DISTANCE, TOUCHDOWN>","<ELECTRICAL EMERGENCY, FOLLOWED BY, JUMP START AND TAKEOFF>
<LANDING GEAR, COLLAPSED AT, TOUCHDOWN>","<ELECTRICAL EMERGENCY, FOLLOWED BY, JUMP START>
<ELECTRICAL EMERGENCY, FOLLOWED BY, TAKEOFF>
<LANDING GEAR COLLAPSED AT TOUCHDOWN, HAS EFFECT, COLLAPSED>
<LANDING GEAR COLLAPSED AT TOUCHDOWN, EVENT DISTANCE, TOUCHDOWN>","<ELECTRICAL EMERGENCY, FOLLOWED BY, JUMP START AND TAKEOFF>
<LANDING GEAR, COLLAPSED AT, TOUCHDOWN>"
19780311016379I,"PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN. BRAKES WERE WORN OUT, BRAKE RESERVOIR WAS EMPTY.                   ","<PILOT, USED BY, DIRECTIONAL CONTROL>
<TOUCHDOWN, HAS EFFECT, PILOT LOST DIRECTIONAL CONTROL>
<BRAKES, WORN OUT, BRAKE RESERVOIR>
<BRAKE RESERVOIR, WAS EMPTY, BRAKE RESERVOIR>","<PILOT, HAS CAUSE, LOST DIRECTIONAL CONTROL>
<PILOT, HAS CAUSE, WORN OUT BRAKES>
<PILOT, HAS CAUSE, EMPTY BRAKE RESERVOIR>","<PILOT, USED BY, DIRECTIONAL CONTROL>
<TOUCHDOWN, HAS EFFECT, PILOT LOST DIRECTIONAL CONTROL>
<BRAKES, WORN OUT, BRAKE RESERVOIR>
<BRAKE RESERVOIR, WAS EMPTY, BRAKE RESERVOIR>","<PILOT, HAS CAUSE, LOST DIRECTIONAL CONTROL>
<PILOT, HAS CAUSE, WORN OUT BRAKES>
<PILOT, HAS CAUSE, EMPTY BRAKE RESERVOIR>"
19780327010619I,"PILOT LOST FUEL IN FLIGHT DUE TO FUEL CAPS ON BACKWARD. LANDED FOR FUEL, NON AVAILABLE. TOOK OFF, RAN OUT.         ","<PILOT, USED BY, FUEL CAPS>
<FUEL CAPS, HAS EFFECT, FUEL LOST>
<FUEL LOST, HAS CAUSE, FUEL CAPS>
<FUEL LOST, HAS EFFECT, RAN OUT>
<LANDED, FOLLOWED BY, TOOK OFF>","<PILOT, HAS CAUSE, FUEL CAPS ON BACKWARD>
<PILOT, HAS CAUSE, NON AVAILABLE FUEL>
<PILOT, HAS CAUSE, RAN OUT>","<PILOT, USED BY, FUEL CAPS>
<FUEL CAPS, HAS EFFECT, FUEL LOST>
<FUEL LOST, HAS CAUSE, FUEL CAPS>
<FUEL LOST, HAS EFFECT, RAN OUT>
<LANDED, FOLLOWED BY, TOOK OFF>","<PILOT, HAS CAUSE, FUEL CAPS ON BACKWARD>
<PILOT, HAS CAUSE, NON AVAILABLE FUEL>
<PILOT, HAS CAUSE, RAN OUT>"
19780421012829I,"PILOT NOTED AIRCRAFT LIGHT DIMMING ON NIGHT FLIGHT. RETURNED, GEAR HANDLE DOWN. GEAR COLLAPSED ON TOUCHDOWN.       ","<AIRCRAFT LIGHT, DIMMING, NIGHT FLIGHT>
<GEAR COLLAPSED, HAS CAUSE, GEAR HANDLE DOWN>
<GEAR COLLAPSED, EVENT DISTANCE, TOUCHDOWN>","<PILOT, NOTED, AIRCRAFT LIGHT DIMMING ON NIGHT FLIGHT>
<PILOT, RETURNED, GEAR HANDLE DOWN>
<GEAR, COLLAPSED, TOUCHDOWN>","<AIRCRAFT LIGHT, DIMMING, NIGHT FLIGHT>
<GEAR COLLAPSED, HAS CAUSE, GEAR HANDLE DOWN>
<GEAR COLLAPSED, EVENT DISTANCE, TOUCHDOWN>","<PILOT, NOTED, AIRCRAFT LIGHT DIMMING ON NIGHT FLIGHT>
<PILOT, RETURNED, GEAR HANDLE DOWN>
<GEAR, COLLAPSED, TOUCHDOWN>"
19780316008589I,PILOT OVER RAN RUNWAY INTO A DITCH DUE TO BRAKE FAILURE. SYSTEM NEEDED TO BE PURGED OF AIR.                        ,"<BRAKE FAILURE, HAS CAUSE, OVER RAN RUNWAY INTO A DITCH>
<SYSTEM, NEEDED TO BE PURGED OF AIR, BRAKE FAILURE>","<PILOT, EVENT DISTANCE, RUNWAY>
<PILOT, HAS CAUSE, DITCH>
<BRAKE FAILURE, HAS EFFECT, SYSTEM NEEDED TO BE PURGED OF AIR>","<BRAKE FAILURE, HAS CAUSE, OVER RAN RUNWAY INTO A DITCH>
<SYSTEM, NEEDED TO BE PURGED OF AIR, BRAKE FAILURE>","<PILOT, EVENT DISTANCE, RUNWAY>
<PILOT, HAS CAUSE, DITCH>
<BRAKE FAILURE, HAS EFFECT, SYSTEM NEEDED TO BE PURGED OF AIR>"
19780319009079I,BOLT IN NOSE GEAR SCISSORS CAME OUT DURING TAKEOFF. NOSE WHEEL DROPPED OUT AFTER LIFTOFF.                          ,"<BOLT IN NOSE GEAR SCISSORS, HAS EFFECT, CAME OUT DURING TAKEOFF>
<NOSE WHEEL, HAS EFFECT, DROPPED OUT AFTER LIFTOFF>","<BOLT IN NOSE GEAR SCISSORS, EVENT DISTANCE, TAKEOFF>
<BOLT IN NOSE GEAR SCISSORS, EVENT DISTANCE, LIFTOFF>
<NOSE WHEEL, EVENT DISTANCE, LIFTOFF>","<BOLT IN NOSE GEAR SCISSORS, HAS EFFECT, CAME OUT DURING TAKEOFF>
<NOSE WHEEL, HAS EFFECT, DROPPED OUT AFTER LIFTOFF>","<BOLT IN NOSE GEAR SCISSORS, EVENT DISTANCE, TAKEOFF>
<BOLT IN NOSE GEAR SCISSORS, EVENT DISTANCE, LIFTOFF>
<NOSE WHEEL, EVENT DISTANCE, LIFTOFF>"
19780325010349I,ENGINE STOPPED ON FINAL APPROACH DUE TO WATER CONTAMINATION IN THE FUEL SYSTEM.                                    ,"<ENGINE STOPPED, HAS CAUSE, WATER CONTAMINATION>
<WATER CONTAMINATION, LOCATION, FUEL SYSTEM>
<FINAL APPROACH, FOLLOWED BY, ENGINE STOPPED>","<ENGINE, HAS CAUSE, WATER CONTAMINATION IN THE FUEL SYSTEM>","<ENGINE STOPPED, HAS CAUSE, WATER CONTAMINATION>
<WATER CONTAMINATION, LOCATION, FUEL SYSTEM>
<FINAL APPROACH, FOLLOWED BY, ENGINE STOPPED>","<ENGINE, HAS CAUSE, WATER CONTAMINATION IN THE FUEL SYSTEM>"
19780328011399I,ENGINE QUIT AFTER LIFT OFF DUE TO WATER IN THE FUEL SYSTEM.                                                        ,"<ENGINE, HAS CAUSE, WATER IN THE FUEL SYSTEM>
<ENGINE, EVENT DISTANCE, LIFT OFF>","<ENGINE, HAS CAUSE, QUIT AFTER LIFT OFF>
<ENGINE, HAS CAUSE, WATER IN THE FUEL SYSTEM>","<ENGINE, HAS CAUSE, WATER IN THE FUEL SYSTEM>
<ENGINE, EVENT DISTANCE, LIFT OFF>","<ENGINE, HAS CAUSE, QUIT AFTER LIFT OFF>
<ENGINE, HAS CAUSE, WATER IN THE FUEL SYSTEM>"
