c5,c119,phi4mini_instruct_triplets,phi4mini_instruct_triplets_clean
19780921019829I,"WHILE TAXIING TO MAINTENANCE HANGAR, PILOT LOST NOSE WHEEL STEERING. WINGTIP HIT HANGAR, CAUGHT ON FIRE.           ","<TAXIING AIRCRAFT, EVENT DISTANCE, LOST NOSE WHEEL STEERING>
<TAXIING AIRCRAFT, LOCATION, MAINTENANCE HANGAR>
<WINGTIP, HAS EFFECT, HIT HANGAR>
<WINGTIP, HAS EFFECT, CAUGHT ON FIRE>","<TAXIING AIRCRAFT, EVENT DISTANCE, LOST NOSE WHEEL STEERING>
<TAXIING AIRCRAFT, LOCATION, MAINTENANCE HANGAR>
<WINGTIP, HAS EFFECT, HIT HANGAR>
<WINGTIP, HAS EFFECT, CAUGHT ON FIRE>"
19780925018069I,ENGINE SHUTDOWN DUE TO SMOKE FROM NACELLE. GEAR RETRACTED ON LANDING ROLLOUT.                                      ,"<ENGINE, HAS EFFECT, GEAR RETRACTED ON LANDING ROLLOUT>","<ENGINE, HAS EFFECT, GEAR RETRACTED ON LANDING ROLLOUT>"
19780903028619A,PILOT WAS AWARE OF EXCESSIVE WATER IN FUEL.                                                                        ,"<PILOT, HAS EFFECT, EXCESSIVE WATER IN FUEL>","<PILOT, HAS EFFECT, EXCESSIVE WATER IN FUEL>"
19780923027059I,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE ON FINAL. GEAR PARTIALLY EXTENDED AND COLLAPSED ON TOUCHDOWN.                ,"<THE AIRCRAFT, HAS EFFECT, GEAR PARTIALLY EXTENDED>
<THE AIRCRAFT, HAS EFFECT, COLLAPSED ON TOUCHDOWN>","<THE AIRCRAFT, HAS EFFECT, GEAR PARTIALLY EXTENDED>
<THE AIRCRAFT, HAS EFFECT, COLLAPSED ON TOUCHDOWN>"
19780908034669A,GENERATOR SHORTING.                                                                                                ,"<GENERATOR SHORTING, HAS CAUSE, GENERATOR CIRCUIT BREAKER SWITCH>","<GENERATOR SHORTING, HAS CAUSE, GENERATOR CIRCUIT BREAKER SWITCH>"
19781020041019A,ACFT STRUCK COM POLES & CONCRETE WALL & BURNED. NO 4 ROD ASY (PN 41A2) FAILED FOR UNKN RSN.                        ,"<ACFT, HAS EFFECT, STRUCK COM POLES & CONCRETE WALL & BURNED>
<ACFT, HAS EFFECT, NO 4 ROD ASY (PN 41A2) FAILED>","<ACFT, HAS EFFECT, STRUCK COM POLES & CONCRETE WALL & BURNED>
<ACFT, HAS EFFECT, NO 4 ROD ASY (PN 41A2) FAILED>"
19781021036569A,DMGD WING & AILERON DRG PREVIOUS LDG.                                                                              ,"<DMGD WING, HAS EFFECT, AILERON DRG PREVIOUS LDG>","<DMGD WING, HAS EFFECT, AILERON DRG PREVIOUS LDG>"
19781009029939I,"ENGINE LOST POWER AFTER LIFTOFF, LANDED GEAR UP ON THE TAKEOFF RUNWAY. HAD BEEN TOPPED OFF WITH JET FUEL.          ","<ENGINE, HAS EFFECT, LOST POWER AFTER LIFTOFF>
<ENGINE, HAS EFFECT, LANDED GEAR UP ON THE TAKEOFF RUNWAY>
<ENGINE, HAS EFFECT, TOPPED OFF WITH JET FUEL>","<ENGINE, HAS EFFECT, LOST POWER AFTER LIFTOFF>
<ENGINE, HAS EFFECT, LANDED GEAR UP ON THE TAKEOFF RUNWAY>
<ENGINE, HAS EFFECT, TOPPED OFF WITH JET FUEL>"
19780829037939I,ENGINE QUIT AFTER LIFTOFF DUE TO WATER IN FUEL. LANDED ON REMAINING RUNWAY GEAR UP.                                ,"<ENGINE QUIT, HAS EFFECT, LANDED ON REMAINING RUNWAY GEAR UP>
<ENGINE QUIT, HAS CAUSE, WATER IN FUEL>","<ENGINE QUIT, HAS EFFECT, LANDED ON REMAINING RUNWAY GEAR UP>
<ENGINE QUIT, HAS CAUSE, WATER IN FUEL>"
19790119001139A,AIRCRAFT FAILED TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE. STRUCK A FENCE AND WENT INVERTED.                      ,"<AIRFRAME ICE, HAS EFFECT, FAILED TO CLIMB AFTER LIFTOFF>
<FAIL TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE, EVENT DISTANCE, STRUCK A FENCE>
<FAIL TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE, EVENT DISTANCE, WENT INVERTED>","<AIRFRAME ICE, HAS EFFECT, FAILED TO CLIMB AFTER LIFTOFF>
<FAIL TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE, EVENT DISTANCE, STRUCK A FENCE>
<FAIL TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE, EVENT DISTANCE, WENT INVERTED>"
19781108022269I,RAN OFF SIDE OF TAXIWAY AT NIGHT. LANDING LIGHT INOPERATIVE.                                                       ,,
19781114026859I,FORCED LANDING IN FIELD AFTER ENGINE QUIT. FOUND ICE IN FUEL LINES.                                                ,"<ENGINE, HAS EFFECT, QUIT>
<ENGINE, HAS CAUSE, FORCED LANDING IN FIELD>
<FUEL LINES, HAS EFFECT, QUIT>
<FUEL LINES, HAS CAUSE, ENGINE QUIT>
<ICE IN FUEL LINES, HAS EFFECT, ENGINE QUIT>","<ENGINE, HAS EFFECT, QUIT>
<ENGINE, HAS CAUSE, FORCED LANDING IN FIELD>
<FUEL LINES, HAS EFFECT, QUIT>
<FUEL LINES, HAS CAUSE, ENGINE QUIT>
<ICE IN FUEL LINES, HAS EFFECT, ENGINE QUIT>"
19781120025989I,DIP STICK NOT PROPERLY SECURED. ENGINE SHUT DOWN DUE TO OIL LOSS. SINGLE GENERATOR FAILED DUE TO OVERLOAD.         ,"<DIP STICK, NOT SECURED, PROPERLY>
<ENGINE, SHUT DOWN DUE TO, OIL LOSS>
<ENGINE, SINGLE GENERATOR, FAILED DUE TO, OVERLOAD>","<DIP STICK, NOT SECURED, PROPERLY>
<ENGINE, SHUT DOWN DUE TO, OIL LOSS>
<ENGINE, SINGLE GENERATOR, FAILED DUE TO, OVERLOAD>"
19781128024449I,"LANDING IN FIELD DUE TO POWER LOSS, WATER IN FUEL SYSTEM. WATER CAME FROM A FUEL STORAGE TANK.                     ",,
19781230019999I,PILOT ASSUMED TANKS TO BE FULL. DID NOT CHECK. ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION.                  ,"<PILOT, HAS EFFECT, ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION>","<PILOT, HAS EFFECT, ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION>"
19781230020029I,ENGINE FALURE FOLLOWED BY TOTAL ELECTRICAL FAILURE. BATTERY KNOWN TO BE BAD. FUEL CONTROL UNIT POOR CONDITION.     ,"<ENGINE FALURE, HAS EFFECT, TOTAL ELECTRICAL FAILURE>
<ENGINE FALURE, HAS EFFECT, BATTERY KNOWN TO BE BAD>
<ENGINE FALURE, HAS EFFECT, FUEL CONTROL UNIT POOR CONDITION>","<ENGINE FALURE, HAS EFFECT, TOTAL ELECTRICAL FAILURE>
<ENGINE FALURE, HAS EFFECT, BATTERY KNOWN TO BE BAD>
<ENGINE FALURE, HAS EFFECT, FUEL CONTROL UNIT POOR CONDITION>"
19790106001239I,"ICY RAMP AND RUNWAY, PILOT FAILED TO RELEASE BRAKES. TIRES BLOWN ON LANDING.                                       ","<PILOT, FAILED TO RELEASE BRAKES, ICY RAMP AND RUNWAY>
<PILOT, CAUSED, TIRES BLOWN ON LANDING>
<TIRES, CAUSED, BLOWN ON LANDING>","<PILOT, FAILED TO RELEASE BRAKES, ICY RAMP AND RUNWAY>
<PILOT, CAUSED, TIRES BLOWN ON LANDING>
<TIRES, CAUSED, BLOWN ON LANDING>"
19790107000829I,"ENGINE FLAMED OUT DURING TAXI, APPROXIMATELY 6 QTS. OF WATER DRAINED FROM LEFT NACELLE AND BOOST PUMP.             ","<ENGINE, HAS EFFECT, FLAMED OUT>
<ENGINE, HAS EFFECT, DRAINED 6 QTS OF WATER FROM LEFT NACELLE AND BOOST PUMP>","<ENGINE, HAS EFFECT, FLAMED OUT>
<ENGINE, HAS EFFECT, DRAINED 6 QTS OF WATER FROM LEFT NACELLE AND BOOST PUMP>"
19790111000619I,ENGINE QUIT AFTER LIFTOFF. LANDED GEAR UP. FOUND WATER IN FUEL AND 3 FOULED SPARK PLUGS.                           ,"<ENGINE, HAS EFFECT, QUIT AFTER LIFTOFF>
<LANDING, FOLLOWED BY, LANDED GEAR UP>
<Fuel, HAS EFFECT, FOUND WATER IN FUEL>
<Fuel, HAS EFFECT, 3 FOULED SPARK PLUGS>","<ENGINE, HAS EFFECT, QUIT AFTER LIFTOFF>
<LANDING, FOLLOWED BY, LANDED GEAR UP>
<Fuel, HAS EFFECT, FOUND WATER IN FUEL>
<Fuel, HAS EFFECT, 3 FOULED SPARK PLUGS>"
19790113001939I,ENGINE STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM. LANDED ON THE AIRPORT.                                      ,"<ENGINE, HAS EFFECT, STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM>
<Landed Aircraft, LOCATION, AIRPORT>","<ENGINE, HAS EFFECT, STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM>
<Landed Aircraft, LOCATION, AIRPORT>"
19790116002119I,EMERGENCY LIFT-OFF AND GO AROUND DUE TO MAINTENANCE EQUIPMENT ON THE RUNWAY                                        ,,
19790123003659I,PILOT DISCOVERED HE HAD NO LEFT BRAKE DURING TAXI.                                                                 ,"<PILOT, DISCOVERED, NO LEFT BRAKE DURING TAXI>","<PILOT, DISCOVERED, NO LEFT BRAKE DURING TAXI>"
19790127003899I,RAN OUT OF OIL ON INSTRUCTIONAL FLIGHT. ENGINE FAILED INTERNALLY.                                                  ,"<RAN OUT OF OIL, CAUSE, ENGINE FAILED INTERNALLY>","<RAN OUT OF OIL, CAUSE, ENGINE FAILED INTERNALLY>"
19781110039789A,WITNESS STATED 1/4IN ICE ON AIRCRAFT.                                                                              ,,
19781104034149A,R SKID HUNG UP ON R TIE DOWN STRAPS OF TRAILER.                                                                    ,,
19781205041369A,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.                                ,,
19781119026389I,"AS PILOT ATTEMPTED TURN ON TAXIWAY, WHEEL WENT INTO DITCH. NO BRAKES DUE TO INSUFFICIENT FLUID.                    ","<AS PILOT ATTEMPTED TURN ON TAXIWAY, WHEEL WENT INTO DITCH, NO BRAKES DUE TO INSUFFICIENT FLUID>","<AS PILOT ATTEMPTED TURN ON TAXIWAY, WHEEL WENT INTO DITCH, NO BRAKES DUE TO INSUFFICIENT FLUID>"
19781216025369I,LANDING GEAR SELECTOR INADVERTENTLY LEFT IN UP POSITION. GEAR COLLAPSED ON TAKEOFF. GEAR WARNING HORN INOP.        ,"<LANDING GEAR SELECTOR, INADVERTENTLY LEFT IN, UP POSITION>
<LANDING GEAR, COLLAPSED ON, TAKEOFF>
<GEAR WARNING HORN, INOP>","<LANDING GEAR SELECTOR, INADVERTENTLY LEFT IN, UP POSITION>
<LANDING GEAR, COLLAPSED ON, TAKEOFF>
<GEAR WARNING HORN, INOP>"
19790102000919I,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.          ,"<LOST DIRECTIONAL CONTROL, CAUSED BY, EMPTY RIGHT BRAKE MASTER CYLINDER>
<RIGHT BRAKE MASTER CYLINDER, STATE, EMPTY>
<RIGHT BRAKE MASTER CYLINDER, NOT SERVICED FOR, 5 MONTHS>","<LOST DIRECTIONAL CONTROL, CAUSED BY, EMPTY RIGHT BRAKE MASTER CYLINDER>
<RIGHT BRAKE MASTER CYLINDER, STATE, EMPTY>
<RIGHT BRAKE MASTER CYLINDER, NOT SERVICED FOR, 5 MONTHS>"
19790127003859I,ENGINE QUIT DUE TO WATER IN THE FUEL. SOURCE OF CONTAMINATION WAS LOCAL STORAGE TANK.                              ,"<ENGINE QUIT, HAS CAUSE, WATER IN THE FUEL>
<ENGINE QUIT, SOURCE OF CONTAMINATION, LOCAL STORAGE TANK>","<ENGINE QUIT, HAS CAUSE, WATER IN THE FUEL>
<ENGINE QUIT, SOURCE OF CONTAMINATION, LOCAL STORAGE TANK>"
19781231044159A,HEAVY FROST ON ACT AND ICE ON TRIM HINGES.                                                                         ,,
19781207022839I,"PILOT TOOK OFF WITH SNOW BLOWN IN THE ENGINE COMPARTMENT. SNOW MELTED, THEN FROZE UP THE THROTTLE LINKAGE.         ","<PILOT, HAS EFFECT, SNOW BLOWN IN THE ENGINE COMPARTMENT>
<PILOT, HAS EFFECT, SNOW MELTED>
<PILOT, HAS EFFECT, FROZE UP THE THROTTLE LINKAGE>","<PILOT, HAS EFFECT, SNOW BLOWN IN THE ENGINE COMPARTMENT>
<PILOT, HAS EFFECT, SNOW MELTED>
<PILOT, HAS EFFECT, FROZE UP THE THROTTLE LINKAGE>"
19781102039739A,"GUST LOCK FOUND ATTACHED TO R WING. SUB DMG TO CESSNA 172,N8107T.                                                  ","<GUST LOCK, ATTACHED TO, R WING>
<CESSNA 172, SUB DMG TO, N8107T>","<GUST LOCK, ATTACHED TO, R WING>
<CESSNA 172, SUB DMG TO, N8107T>"
19781215040349A,HOOK RELEASE ELECTRICAL PLUG FOUND DISCONNECTED.LOAD FROZEN TO THOUND.                                             ,"<LOAD, HAS EFFECT, HOOK RELEASE ELECTRICAL PLUG>
<LOAD, HAS EFFECT, FROZEN TO THOUND>","<LOAD, HAS EFFECT, HOOK RELEASE ELECTRICAL PLUG>
<LOAD, HAS EFFECT, FROZEN TO THOUND>"
19781117041969A,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.                                                                  ,"<FROST, AFFECTS, AIRCRAFT>
<FROST, AFFECTS, TURBOCHARGERS>","<FROST, AFFECTS, AIRCRAFT>
<FROST, AFFECTS, TURBOCHARGERS>"
19781129037719A,PLT RQSTD & CNTLR APPVD SPCL VFR CLRNCE AT NITE.PLT NOT INST RTD.TR SET 3005 VICE 2999.                            ,"<PLT RQSTD & CNTLR APPVD SPCL VFR CLRNCE AT NITE, INFLUENCED BY, N/A>","<PLT RQSTD & CNTLR APPVD SPCL VFR CLRNCE AT NITE, INFLUENCED BY, N/A>"
19781223039539A,BOTH GENERATOR CIRCUIT BREAKERS OUT.PILOT DID NOT RESET BREAKERS TTEMPT MANUAL GEAR EXTENSION.                     ,"<BOTH GENERATOR CIRCUIT BREAKERS, OUT, PILOT>
<PILOT, DID NOT RESET, BOTH GENERATOR CIRCUIT BREAKERS>","<BOTH GENERATOR CIRCUIT BREAKERS, OUT, PILOT>
<PILOT, DID NOT RESET, BOTH GENERATOR CIRCUIT BREAKERS>"
19781228040429A,ELT IMPACT SWITCH INOP.                                                                                            ,,
19790203005099I,PILOT LOST DIRECTIONAL CONTROL AFTER LOSING RIGHT BRAKE ON LANDING. VEERED OFF RUNWAY. BRAKE WORN OUT.             ,"<PILOT, LOST DIRECTIONAL CONTROL, AFTER LOSING RIGHT BRAKE ON LANDING>
<PILOT, LOST DIRECTIONAL CONTROL, AFTER BRAKE WORN OUT>
<PILOT, LOST DIRECTIONAL CONTROL, AFTER BRAKE WORN OUT, VEERED OFF RUNWAY>
<PILOT, LOST DIRECTIONAL CONTROL, BRAKE WORN OUT, VEERED OFF RUNWAY>","<PILOT, LOST DIRECTIONAL CONTROL, AFTER LOSING RIGHT BRAKE ON LANDING>
<PILOT, LOST DIRECTIONAL CONTROL, AFTER BRAKE WORN OUT>
<PILOT, LOST DIRECTIONAL CONTROL, AFTER BRAKE WORN OUT, VEERED OFF RUNWAY>
<PILOT, LOST DIRECTIONAL CONTROL, BRAKE WORN OUT, VEERED OFF RUNWAY>"
19790207005159I,"FORCED LANDING AFTER ENGINE QUIT, FOUND ICE IN FUEL STRAINER.                                                      ","<ENGINE QUIT, CAUSED, FORCED LANDING AFTER ENGINE QUIT>
<ENGINE QUIT, CAUSED BY, ICE IN FUEL STRAINER>","<ENGINE QUIT, CAUSED, FORCED LANDING AFTER ENGINE QUIT>
<ENGINE QUIT, CAUSED BY, ICE IN FUEL STRAINER>"
19790210006409I,FORCED LANDING AFTER ENGINE QUIT. FOUND WATER IN FUEL.                                                             ,"<ENGINE QUIT, CAUSED, FORCED LANDING AFTER ENGINE QUIT>
<ENGINE QUIT, HAS EFFECT, FOUND WATER IN FUEL>
<FOUND WATER IN FUEL, HAS EFFECT, FORCED LANDING AFTER ENGINE QUIT>","<ENGINE QUIT, CAUSED, FORCED LANDING AFTER ENGINE QUIT>
<ENGINE QUIT, HAS EFFECT, FOUND WATER IN FUEL>
<FOUND WATER IN FUEL, HAS EFFECT, FORCED LANDING AFTER ENGINE QUIT>"
19790220007249I,GRINDING NOISE WITH GEAR RETRACTION. NOSE GEAR PARTIALLY RETRACTED STRUT FLAT AND WHEEL CANTED.                    ,,
19790223006939I,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.            ,"<BAGGAGE CART, HAS EFFECT, ROLLED INTO B99>
<B99, FOLLOWED BY, WHILE DEPARTING GATE JET BLAST>","<BAGGAGE CART, HAS EFFECT, ROLLED INTO B99>
<B99, FOLLOWED BY, WHILE DEPARTING GATE JET BLAST>"
19790306009619I,TAXIED INTO DRAINAGE DITCH AT NIGHT. LANDING LIGHT INOPERABLE.                                                     ,"<TAXIING AIRCRAFT, EVENT DISTANCE, TAXIED INTO DRAINAGE DITCH AT NIGHT>
<TAXIING AIRCRAFT, HAS EFFECT, LANDING LIGHT INOPERABLE>","<TAXIING AIRCRAFT, EVENT DISTANCE, TAXIED INTO DRAINAGE DITCH AT NIGHT>
<TAXIING AIRCRAFT, HAS EFFECT, LANDING LIGHT INOPERABLE>"
19790313008789I,PILOT TAXIED OFF RAMP AT NIGHT. LANDING LIGHT WAS BURNED OUT                                                       ,"<PILOT, USED BY, TAXI>
<TAXI, LOCATION, RAMP>
<LANDING LIGHT, EVENT, BURNED OUT>","<PILOT, USED BY, TAXI>
<TAXI, LOCATION, RAMP>
<LANDING LIGHT, EVENT, BURNED OUT>"
19790316009739I,"NOSE WHEEL SANK DOWN IN HOLE ON RAMP, PROP STRUCK GROUND                                                           ","<NOS EWHEEL, EVENT DISTANCE, RAMP>
<PROP, HAS EFFECT, NOSE WHEEL SANK DOWN IN HOLE ON RAMP>","<NOS EWHEEL, EVENT DISTANCE, RAMP>
<PROP, HAS EFFECT, NOSE WHEEL SANK DOWN IN HOLE ON RAMP>"
19790318009229I,ZG FORCED LANDING AFTER ENGINE QUIT. FUEL SELECTOR WAS NOT POSITIONED PROPERLY.                                    ,"<ZG, HAS EFFECT, FORCED LANDING AFTER ENGINE QUIT>
<ZG, HAS EFFECT, FUEL SELECTOR NOT POSITIONED PROPERLY>","<ZG, HAS EFFECT, FORCED LANDING AFTER ENGINE QUIT>
<ZG, HAS EFFECT, FUEL SELECTOR NOT POSITIONED PROPERLY>"
19790318009019I,PRECAUTIONARY LANDING MADE DUE TO LOW OVERCASE AND INSTRUMENT LIGHT INOPERATIVE.                                   ,"<PRECAUTIONARY LANDING, CAUSED BY, LOW OVERCASE>
<PRECAUTIONARY LANDING, CAUSED BY, INSTRUMENT LIGHT INOPERATIVE>","<PRECAUTIONARY LANDING, CAUSED BY, LOW OVERCASE>
<PRECAUTIONARY LANDING, CAUSED BY, INSTRUMENT LIGHT INOPERATIVE>"
19790404013469I,"LOUD NOISE DURING RETRACTION, NOSE GEAR COLLPASED ON LANDING. LOOSE NOSE GEAR DOOR JAMMED AND BROKE MECHANISM. ZK  ","<NOISE DURING RETRACTION, HAS EFFECT, NOSE GEAR COLLAPSED ON LANDING>
<LOOSE NOSE GEAR DOOR, HAS EFFECT, BROKE MECHANISM>","<NOISE DURING RETRACTION, HAS EFFECT, NOSE GEAR COLLAPSED ON LANDING>
<LOOSE NOSE GEAR DOOR, HAS EFFECT, BROKE MECHANISM>"
19790207002469A,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.                     ,"<EMERGENCY LANDING, EVENT DISTANCE, AFTER FALLING FROM GLOVE BOX>
<EMERGENCY LANDING, CAUSED BY, ARMED FLARE GUN DISCHARGED IN CABIN>
<EMERGENCY LANDING, PILOT, MADE EMERGENCY LANDING>","<EMERGENCY LANDING, EVENT DISTANCE, AFTER FALLING FROM GLOVE BOX>
<EMERGENCY LANDING, CAUSED BY, ARMED FLARE GUN DISCHARGED IN CABIN>
<EMERGENCY LANDING, PILOT, MADE EMERGENCY LANDING>"
19790316004819A,"PILOT UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF, DUE TO RESTRICTED STEERING AND FROST.                             ","<PILOT, HAS EFFECT, UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF>
<PILOT, HAS EFFECT, RESTRICTED STEERING>
<PILOT, HAS EFFECT, FROST>","<PILOT, HAS EFFECT, UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF>
<PILOT, HAS EFFECT, RESTRICTED STEERING>
<PILOT, HAS EFFECT, FROST>"
19790224005689A,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,"<PILOT, DID NOT, REMOVE SNOW FROM THE WINGS>
<AIRCRAFT, FOUND, 4 DAYS LATER>","<PILOT, DID NOT, REMOVE SNOW FROM THE WINGS>
<AIRCRAFT, FOUND, 4 DAYS LATER>"
19790214002969A,"FAILED TO ASSURE SEAT WAS LOCKED.STARTED ENGINE,SEAT SLID BACK.PILOT WAS UNABLE REACH CONTROLS.HIT PARKED ACFT.    ","<STARTED ENGINE, HAS EFFECT, SEAT SLID BACK>
<PILOT, HAS EFFECT, UNABLE TO REACH CONTROLS>
<UNABLE TO REACH CONTROLS, HAS EFFECT, HIT PARKED ACFT>","<STARTED ENGINE, HAS EFFECT, SEAT SLID BACK>
<PILOT, HAS EFFECT, UNABLE TO REACH CONTROLS>
<UNABLE TO REACH CONTROLS, HAS EFFECT, HIT PARKED ACFT>"
19790207005339I,FORWARD CARGO DOOR CAME OFF AFTER TAKEOFF. DOOR WAS NOT LATCHED.                                                   ,"<FORWARD CARGO DOOR, EVENT DISTANCE, AFTER TAKEOFF>
<FORWARD CARGO DOOR, CONDITION, NOT LATCHED>","<FORWARD CARGO DOOR, EVENT DISTANCE, AFTER TAKEOFF>
<FORWARD CARGO DOOR, CONDITION, NOT LATCHED>"
19790414012459I,"ENGINE SUDDENLY STOPPED. FUEL SYSTEM FOUND TO BE CONTAMINATED WITH A COLORLESS, ODERLESS SUBSTANCE                 ","<FUEL SYSTEM, HAS EFFECT, CONTAMINATED WITH A COLORLESS, ODERLESS SUBSTANCE>","<FUEL SYSTEM, HAS EFFECT, CONTAMINATED WITH A COLORLESS, ODERLESS SUBSTANCE>"
19790211007509A,ENGINE STOPPED ON CLIMB-OUT. MADE EMERGENCY CRASH LANDING. WATER IN FUEL.                                          ,"<ENGINE, STOPPED ON, CLIMB-OUT>
<MADEN AIRCRAFT, HAS EFFECT, WATER IN FUEL>","<ENGINE, STOPPED ON, CLIMB-OUT>
<MADEN AIRCRAFT, HAS EFFECT, WATER IN FUEL>"
19790410008789A,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,"<ENGINE FAILURE, CAUSE, WATER FOUND IN FUEL>
<ENGINE FAILURE, CAUSE, WATER IN COMPANY OWNED FUEL TANKER>
<ENGINE FAILURE, EFFECT, FORCED LANDING DUE TO ENGINE FAILURE>","<ENGINE FAILURE, CAUSE, WATER FOUND IN FUEL>
<ENGINE FAILURE, CAUSE, WATER IN COMPANY OWNED FUEL TANKER>
<ENGINE FAILURE, EFFECT, FORCED LANDING DUE TO ENGINE FAILURE>"
19790407008559A,PILOT SAID THE ELEVATOR CONTROL JAMMED.A PARACHUTE WAS FOUND BETWEEN THE REAR SEAT AND CONTROL STICK.              ,"<PILOT, SAID, ELEVATOR CONTROL JAMMED>
<PARACHUTE, FOUND BETWEEN, REAR SEAT AND CONTROL STICK>","<PILOT, SAID, ELEVATOR CONTROL JAMMED>
<PARACHUTE, FOUND BETWEEN, REAR SEAT AND CONTROL STICK>"
19790321010439A,INSTRUCTOR CHECKING OUT PILOT IN MULTIENGINE AIRPLANE. STUDENT FEATHERED WRONG ENGINE. EMERGENCY LANDING.          ,"<PILOT, CHECKED OUT BY, INSTRUCTOR>
<PILOT, IN MULTIENGINE AIRPLANE, FEATHERED WRONG ENGINE>
<PILOT, IN MULTIENGINE AIRPLANE, EMERGENCY LANDING>","<PILOT, CHECKED OUT BY, INSTRUCTOR>
<PILOT, IN MULTIENGINE AIRPLANE, FEATHERED WRONG ENGINE>
<PILOT, IN MULTIENGINE AIRPLANE, EMERGENCY LANDING>"
19790207002459A,ENGINE FAILED ON TAKEOFF. FOUND WATER IN FUEL TANKS.                                                               ,"<ENGINE, HAS EFFECT, FAILED ON TAKEOFF>
<FUEL TANKS, CONTAINED, WATER>","<ENGINE, HAS EFFECT, FAILED ON TAKEOFF>
<FUEL TANKS, CONTAINED, WATER>"
19790222003429A,ATTEMPTED TAKEOFF AT 6700 FT ALTITUDE WITH FROST ON WINGS.ACFT SETTLED ONTO ICE AND SNOW COVERED LAKE.             ,"<ACFT, EVENT DISTANCE, 6700 FT ALTITUDE>
<ACFT, HAS EFFECT, SETTLED ONTO ICE>
<ACFT, HAS EFFECT, SNOW COVERED LAKE>","<ACFT, EVENT DISTANCE, 6700 FT ALTITUDE>
<ACFT, HAS EFFECT, SETTLED ONTO ICE>
<ACFT, HAS EFFECT, SNOW COVERED LAKE>"
19790412014049I,PRECAUTIONARY LANDING WHEN ONE SIDE OF THE ENGINE COWL CAME OPEN DUE TO A LOOSE DZUS FASTENER.                     ,"<PRECAUTIONARY LANDING, HAS CAUSE, ONE SIDE OF THE ENGINE COWL CAME OPEN DUE TO A LOOSE DZUS FASTENER>","<PRECAUTIONARY LANDING, HAS CAUSE, ONE SIDE OF THE ENGINE COWL CAME OPEN DUE TO A LOOSE DZUS FASTENER>"
19790222003439A,ACRFT WAS SERVICED 65 DAYS PRIOR TO ACCIDENT. HAD NOT BEEN FLOWN PRIOR TO DATE OF ACCIDENT. WATER FOUND IN FUEL.   ,"<ACFT, MAINTAINED BY, 65 DAYS PRIOR TO ACCIDENT>
<ACFT, CONTAINED WATER, FUEL>","<ACFT, MAINTAINED BY, 65 DAYS PRIOR TO ACCIDENT>
<ACFT, CONTAINED WATER, FUEL>"
19790204002289A,AFTER A FORCED LANDING ICE WAS FOUND IN GASCOLATOR AND IN FLEXIBLE HOSE BETWEEN AIR FILTER AND CARBURATOR.         ,"<ICE, HAS EFFECT, GASCOLATOR>
<ICE, HAS EFFECT, FLEXIBLE HOSE>","<ICE, HAS EFFECT, GASCOLATOR>
<ICE, HAS EFFECT, FLEXIBLE HOSE>"
19790319004969A,ENGINE FAILURE ON TAKEOFF. CONTAMINATED FUEL FOUND IN AIRCRAFT.                                                    ,"<ENGINE FAILURE, HAS EFFECT, CONTAMINATED FUEL>
<CONTAMINATED FUEL, FOUND IN, AIRCRAFT>","<ENGINE FAILURE, HAS EFFECT, CONTAMINATED FUEL>
<CONTAMINATED FUEL, FOUND IN, AIRCRAFT>"
