c5_sources,entity1,entity2,weight,relations,rows
19800309042889I,CREW,LOCATION,1,BEING REFUELED,363
19800309042889I,CREW,FUEL TRUCK,1,RAN INTO,363
19800309042889I,CREW,DAMAGED WING,1,DEPARTED,363
19791210043359A,ABORTED TAKOFF,ENGINE COWLING CAME OPEN ON THE TAKEOFF ROLL,1,HAS CAUSE,332
19800320047429I,ABORTED TAKOFF,SPEED BRAKE LEVER NOT SEATED,1,HAS CAUSE,365
19791210043359A,UNABLE TO STOP ON RUNWAY,DROPPED OVER A CLIFF,1,HAS EFFECT,332
19791210043359A,DROPPED OVER A CLIFF,RUNWAY,1,EVENT DISTANCE,332
19800105013639I,RIGHT GENERATOR,TOOK OFF,1,HAS CAUSE,335
19800105013639I,LEFT GENERATOR,PILOT,1,FAILED IN FLIGHT,335
19800109001489A,GEAR COLLAPSED ON LANDING ROLL,PILOT FAILED TO USE EMERGENCY EXTENSION,1,HAS CAUSE,336
19800106011019I,SNOW AND ICE,PILOT,1,HAS EFFECT,337
19800106011019I,MISJUDGED INTERSECTION,TURNED TOO SOON,1,HAS CAUSE,337
19800106011019I,TURNED TOO SOON,RUNWAY,1,EVENT DISTANCE,337
19800114013749I,COPILOT,HE,1,USED BY,338
19800113000039A,GYRO HORIZON,IFR,1,DEFECTIVE,339
19800115013869I,UPPER LEFT ENGINE COWL PN41834-06,AIRCRAFT,1,SEPARATED FROM,340
19800120016369I,FLAP,AIRCRAFT,1,MAINTAINED BY,343
19800128019739I,SHOOTING TOUCH & GO LANDINGS,EVENT,1,INSTANCE OF,344
19800128019739I,TEMPERATURE,16 BELOW ZERO FAHRENHEIT,1,EQUALS,344
19800119018919I,ICE & WATER,LOWEST POINT,1,LOCATION,346
19800119018919I,ICE & WATER,FUEL SYSTEM,1,PART OF,346
19800119018919I,ICE & WATER,UNDER FUEL ON-OFF SELECTOR,1,LOCATION,346
19800127019329I,DESCREPANCY,AERO CLUB,1,WRITTEN UP BY,347
19800127019329I,AERO CLUB,NEEDED MAINT,1,CAUTIONED ABOUT,347
19800128019779I,SMOKE IN COCKPIT,LIFTOFF,1,HAS CAUSE,348
19800128019779I,SMOKE IN COCKPIT,FIRE,1,HAS CAUSE,348
19800128019779I,FIRE,FIRE,1,INSTANCE OF,348
19800129020179I,FUEL CAP O RINGS,WORN,1,HAS EFFECT,351
19800129020179I,FUEL CAP O RINGS,DID NOT SEAL,1,HAS EFFECT,351
19800216026099I,ENGINE RUNNING ROUGH,TAKEOFF,1,HAS CAUSE,352
19800129002139A,PLANE,CRASHED,1,HAS EFFECT,356
19800413049409I,PLANE,OUT OF SERVICE,1,INSTANCE OF,390
19800413049409I,PLANE,LINEBOY,1,MAINTAINED BY,390
19800215002609A,EXTERNAL LOAD,TRIED TO TAKE OFF WITH,1,HAS CAUSE,358
19800215002609A,LINE,LOST CONTROL OF AIRCRAFT,1,HAS CAUSE,358
19800215002609A,LOST CONTROL OF AIRCRAFT,AIRCRAFT NOSE-DIVED,1,HAS CAUSE,358
19800215002609A,AIRCRAFT NOSE-DIVED,,1,EVENT DISTANCE,358
19800223026959I,CARBURETOR ICE OR FUEL CONTAMINATION,PROBLEM,1,INSTANCE OF,359
19800223026959I,PILOT MADE EMERGENCY LANDING,ENGINE STOPPED,1,FOLLOWED BY,359
19800223029599I,RIGHT ENGINE,WATER FOUND IN FUEL TANKS,1,HAS CAUSE,360
19800223029599I,CENTER ENGINE,WATER FOUND IN FUEL TANKS,1,HAS CAUSE,360
19800228028039I,UP ELEVATOR,FLIGHT,1,PART OF,362
19800228028039I,PARTIAL LOSS OF UP ELEVATOR,PROP BLAST,1,HAS CAUSE,362
19800228028039I,PARTIAL LOSS OF UP ELEVATOR,PRETAKEOFF CHECK,1,EVENT DISTANCE,362
19800228028039I,PROP BLAST,TAXI,1,TIME PERIOD,362
19800319040039I,LOOSE B-NUT ON OIL LINE,OIL COOLER,1,PART OF,364
19800320047429I,TAKE OFF WARNING HORN,OPERATOR,1,SOUNDED BY,365
19800331045949I,RIGHT MAIN GEAR,WATER FILLED POTHOLE,1,STRUCK,366
19800229004169A,VEERED,SNOWBANK,1,HAS EFFECT,369
19800328007979A,TRIED LANDING ON ROAD,HIT CAR,1,HAS EFFECT,370
19800328007979A,HIT CAR,KILLED TWO PERSONS,1,HAS CAUSE,370
19800321006629A,FAILED TO CLIMB AFTER TAKEOFF,FAILURE,1,HAS EFFECT,371
19800321006629A,FAILED TO CLIMB AFTER TAKEOFF,INDICATES FLAP HANDLE NOT SECURED IN SLOT,1,HAS CAUSE,371
19800321006629A,HIT TREE ON DEPARTURE END OF RUNWAY,DEPARTURE END OF RUNWAY,1,LOCATION,371
19800408048109I,FLIGHT ENGINEER,NOSE DOWNLOCK PIN,1,USED BY,373
19800408048109I,UNSCHEDULED LANDING,FAILED TO REMOVE NOSE DOWNLOCK PIN,1,HAS CAUSE,373
19800410050199I,BRAKE ASSEMBLY,OWNER,1,REMOVED BY,374
19800410050199I,BRAKE ASSEMBLY,DAY PREVIOUS,1,TIME PERIOD,374
19800415047829I,ENGINE STOPPAGE,TAKEOFF,1,EVENT DISTANCE,375
19800427044589I,ALTERNATOR,ELECTRICAL FAILURE,1,INSTANCE OF,376
19800507051499I,TAXIED BACK INTO POSITION,DEPARTED,1,FOLLOWED BY,379
19800519054059I,LOUD NOISES,FORCED LANDING,1,HAS CAUSE,380
19800604051679I,PREFLIGHTED PLANE,RAN OUT OF GAS,1,HAS EFFECT,381
19800611054319I,PORTABLE FUEL CANS,PILOT,1,USED BY,383
19800530018349A,BUCKET SUPPORT CABLE,LOADING SYSTEM,1,CAUGHT ON,385
19800530018349A,LOADING SYSTEM,PULLED COPTER,1,HAS EFFECT,385
19800530018349A,PULLED COPTER,GROUND,1,EVENT DISTANCE,385
19800418044679I,NOSE GEAR COLLAPSED ON LANDING,PILOT WAS UNABLE TO VERIFY GEAR POSITION WITH DEFECTIVE LIGHT,1,HAS CAUSE,386
19800615052619I,AIRCRAFT TAXI LIGHT,INOPERATIVE,1,HAS EFFECT,387
19800429039119A,BIG HOLE,PLANE NOSE WHEEL FELL INTO THE HOLE,1,HAS EFFECT,389
19800413049409I,LINEBOY,NORMAN SPOT,1,LOCATION,390
19800508011869A,FUEL TIME,RAN OUT OF FUEL,1,HAS EFFECT,391
19800508011869A,RETURN FLIGHT,RAN OUT OF FUEL,1,FOLLOWED BY,391
19800423010499A,GO-AROUND,SETTLED INTO TREES,1,FOLLOWED BY,392
19800608019219A,ENGINE FAILED TO OBTAIN FULL POWER ON TAKEOFF,STALLED,1,HAS EFFECT,393
19800421009329A,DISTRACTEDPILOT,PROPS & STEP HIT RUNWAY,1,INFLUENCED BY,394
19800421009329A,PROPS & STEP HIT RUNWAY,RUNWAY,1,EVENT DISTANCE,394
19800424010429A,MAIN ROTOR,TAIL ROTOR,1,SEVERED,395
19800523016979A,AILEONS,MAINTENANCE,1,MAINTAINED BY,396
19800523016979A,WING-TIP,RUNWAY,1,HAS EFFECT,396
19800523016979A,WING-TIP,LIFT-OFF,1,FOLLOWED BY,396
19800805067769I,ELEVATOR TRIM,IMPROPERLY SET,1,HAS EFFECT,398
19800822082749I,BRAKES INOPERATIVE,HYDRAULIC RESERVOIR WAS EMPTY,1,HAS EFFECT,399
19800721061969I,GEAR PIN,GEAR,1,WAS LEFT INSTALLED,401
19800807063609I,DUST COVER PLATE,PILOT,1,NOT REMOVED BY,402
19800807063609I,ENGINE OVERHEATED,DUST COVER PLATE NOT REMOVED,1,HAS CAUSE,402
19800807063609I,STRUCK LOG,ENGINE OVERHEATED,1,FOLLOWED BY,402
19800807063609I,STRUCK LOG,LANDING,1,EVENT DISTANCE,402
19800807063609I,STRUCK LOG,TALL GRASS,1,LOCATION,402
19800624056259I,BAGGAGE DOOR,PILOT,1,NOT SECURED BY,403
19800624056259I,SUITCASE,BAGGAGE DOOR,1,FELL OUT,403
19800624056259I,SUITCASE,LEFT PROPELLER,1,STRUCK BY,403
19800619055649I,LANDING GEAR SWITCH,PROBLEM,1,INSTANCE OF,404
19800619055649I,LANDING GEAR SWITCH,NOSE GEAR COLLAPSED,1,HAS EFFECT,404
19800620022039A,SEAT NOT LATCHED,SLID BACKWARD ON TAKEOFF,1,HAS EFFECT,405
19800620022039A,SLID BACKWARD ON TAKEOFF,LOST DIRECTIONAL CONTROL,1,HAS CAUSE,405
19800620022039A,VEERED OFF RUNWAY INTO TREES,?,1,EVENT DISTANCE,405
19800823080969I,ELECTRICAL SYSTEM FAILURE,CORRODED BATTERY LEAD,1,HAS CAUSE,408
19800707059709I,NOSEGEAR,COLLAPSED,1,INSTANCE OF,411
19800820066389I,BENT ACTUATOR,GEAR,1,PART OF,412
19800820066389I,Brake and tire failure,Bent the rod,1,HAS CAUSE,412
19800712077549I,GAS STORAGE TANK,NAVY BASE,1,LOCATION,414
19800819040989A,REAR SKID,HELICOPTER,1,PART OF,415
