c5_sources,entity1,entity2,weight,relations,rows
19800216026099I,ENGINE RUNNING ROUGH,TAKEOFF,1,HAS CAUSE,352
19800129002139A,PLANE,CRASHED,1,HAS EFFECT,356
19800413049409I,PLANE,ROLLOUT,1,INSTANCE OF,390
19800413049409I,PLANE,OUT OF SERVICE,1,TIME PERIOD,390
19800215002609A,EXTERNAL LOAD,LOST CONTROL OF AIRCRAFT,1,HAS EFFECT,358
19800215002609A,LINE,LOST CONTROL OF AIRCRAFT,1,HAS EFFECT,358
19800223026959I,CARBURETOR ICE OR FUEL CONTAMINATION,ENGINE STOPPED,1,INSTANCE OF,359
19800223026959I,PILOT MADE EMERGENCY LANDING,ENGINE STOPPED,1,FOLLOWED BY,359
19800223026959I,CAUSE UNDETERMINDED,ENGINE STOPPED,1,INFLUENCED BY,359
19800223029599I,RIGHT ENGINE,WATER FOUND IN FUEL TANKS,1,HAS CAUSE,360
19800223029599I,CENTER ENGINE,WATER FOUND IN FUEL TANKS,1,HAS CAUSE,360
19800523016979A,LIFT-OFF,WING-TIP HIT RUNWAY,1,FOLLOWED BY,396
19800228028039I,UP ELEVATOR,FLIGHT,1,PART OF,362
19800228028039I,PARTIAL LOSS OF UP ELEVATOR,PROP BLAST,1,HAS CAUSE,362
19800228028039I,PARTIAL LOSS OF UP ELEVATOR,PRETAKEOFF CHECK,1,EVENT DISTANCE,362
19800228028039I,PROP BLAST,TAXI,1,TIME PERIOD,362
19800309042889I,DEPARTED,DAMAGED WING,1,HAS EFFECT,363
19800507051499I,DEPARTED,TAXIED BACK INTO POSITION,1,FOLLOWED BY,379
19800319040039I,LOOSE B-NUT,OIL LINE,1,PART OF,364
19800319040039I,OIL LINE,OIL COOLER,1,LOCATION,364
19800320047429I,ABORTED TAKE OFF,SPEED BRAKE LEVER NOT SEATED,1,HAS CAUSE,365
19800331045949I,RIGHT MAIN GEAR,WATER FILLED POTHOLE,1,INSTANCE OF,366
19800331045949I,RIGHT MAIN GEAR,POTHOLE,1,LOCATION,366
19800403047119I,EXCESSIVE AMOUNT OF WATER,TANKS,1,LOCATION,367
19800229004169A,VEERED,SNOWBANK,1,HAS EFFECT,369
19800328007979A,TRIED LANDING ON ROAD,HIT CAR,1,HAS EFFECT,370
19800328007979A,HIT CAR,KILLED TWO PERSONS,1,HAS EFFECT,370
19800321006629A,FAILED TO CLIMB AFTER TAKEOFF,FAILURE,1,HAS EFFECT,371
19800321006629A,FAILED TO CLIMB AFTER TAKEOFF,DEPARTURE END OF RUNWAY,1,EVENT DISTANCE,371
19800321006629A,INDICATES FLAP HANDLE NOT SECURED IN SLOT,PROBLEM,1,INSTANCE OF,371
19800408048109I,FLIGHT ENGINEER,NOSE DOWNLOCK PIN,1,USED BY,373
19800408048109I,UNSCHEDULED LANDING,FAILED TO REMOVE NOSE DOWNLOCK PIN,1,HAS CAUSE,373
19800410050199I,BRAKE ASSEMBLY,OWNER,1,REMOVED BY,374
19800410050199I,BRAKE ASSEMBLY,DAY PREVIOUS,1,TIME PERIOD,374
19800415047829I,ENGINE STOPPAGE,TAKEOFF,1,EVENT DISTANCE,375
19800427044589I,ALTERNATOR,ELECTRICAL FAILURE,1,INSTANCE OF,376
19800427044589I,LANDED WITH GEAR PARTIALLY DOWN,COLLAPSED,1,EVENT DISTANCE,376
19800507051499I,TAXIED BACK INTO POSITION,POSITION,1,LOCATION,379
19800519054059I,LOUD NOISES,FORCED LANDING,1,HAS CAUSE,380
19800519054059I,SUSPECT WATER IN FUEL,FORCED LANDING,1,INFLUENCED BY,380
19800611054319I,PORTABLE FUEL CANS,PILOT,1,USED BY,383
19800530018349A,BUCKET SUPPORT CABLE,LOADING SYSTEM,1,CAUGHT ON,385
19800530018349A,LOADING SYSTEM,PULLED COPTER TO THE GROUND,1,HAS EFFECT,385
19800418044679I,LIGHT,VERIFY GEAR POSITION,1,HAS EFFECT,386
19800615052619I,AIRCRAFT TAXI LIGHT,INOPERATIVE,1,HAS EFFECT,387
19800429039119A,BIG HOLE,FELL APART,1,INSTANCE OF,389
19800429039119A,PLANE NOSE WHEEL,FELL INTO THE HOLE,1,FOLLOWED BY,389
19800413049409I,LINEBOY,NORMAN,1,LOCATION,390
19800508011869A,FUEL TIME,RAN OUT OF FUEL,1,HAS EFFECT,391
19800508011869A,RETURN FLIGHT,RAN OUT OF FUEL,1,FOLLOWED BY,391
19800423010499A,GO-AROUND,SETTLED INTO TREES,1,FOLLOWED BY,392
19800608019219A,ENGINE FAILED TO OBTAIN FULL POWER ON TAKEOFF,STALLED,1,HAS EFFECT,393
19800608019219A,STUCK RINGS AND VALVES,SLUDGE IN OIL,1,HAS CAUSE,393
19800421009329A,PROPS,STEP HIT RUNWAY,1,HAS CAUSE,394
19800421009329A,STEP HIT RUNWAY,RUNWAY,1,EVENT DISTANCE,394
19800424010429A,MAIN ROTOR,TAIL ROTOR,1,SEVERED,395
19800523016979A,AILEONS,MAINTENANCE,1,MAINTAINED BY,396
19800523016979A,WING-TIP,RUNWAY,1,HAS EFFECT,396
19800805067769I,ELEVATOR TRIM,IMPROPERLY SET,1,HAS EFFECT,398
19800721061969I,GEAR PIN,GEAR,1,WAS LEFT INSTALLED,401
19800807063609I,DUST COVER PLATE,PILOT,1,NOT REMOVED BY,402
19800807063609I,ENGINE OVERHEATED,DUST COVER PLATE NOT REMOVED,1,HAS CAUSE,402
19800807063609I,STRUCK LOG,LANDING,1,FOLLOWED BY,402
19800624056259I,SUITCASE,BAGGAGE DOOR,1,FELL OUT,403
19800624056259I,SUITCASE,LEFT PROPELLER,1,STRUCK BY,403
19800619055649I,LANDING GEAR SWITCH,NOSE GEAR COLLAPSED,1,HAS EFFECT,404
19800620022039A,SEAT NOT LATCHED,LOST DIRECTIONAL CONTROL,1,HAS EFFECT,405
19800823080969I,ELECTRICAL SYSTEM FAILURE,CORRODED BATTERY LEAD,1,HAS CAUSE,408
19800707059709I,NOSEGEAR,COLLAPSED,1,INSTANCE OF,411
19800820066389I,BENT ACTUATOR,GEAR,1,PART OF,412
19800820066389I,Brake and tire failure,Bent the rod,1,HAS CAUSE,412
19800712077549I,GAS STORAGE TANK,NAVY BASE,1,PART OF,414
19800819040989A,REAR SKID,HELICOPTER,1,PART OF,415
